song_id,song_artist,song_title,cluster
2Yr4E5B39z8Te3FMPUS9Q5,Tomte,Ich sang die ganze Zeit von dir,8
1DCx5SCqZGVUgnxEMkd91p,Thees Uhlmann,Zum Laichen und Sterben ziehen die Lachse den Fluss hinauf,4
3BuwVMeZLYv2sbuMNccjVG,Schnipo Schranke,Pisse,8
7Hy3sA9m1lVVc3UFTEmqTw,ENNIO,Freister Mensch der Welt,0
6tGv9WOFiv14P6cpSEdeL6,MOLA,Wenn Du Springst,9
7HxgQDFH3RGx3YNYnBT5dC,Fortuna Ehrenfeld,Heiliges Fernweh,0
2oHwsGocm8rT9fdAl4SKM2,Wolke 8,blaue stunde,0
2RL1UtRs7WO0C4Mfas9PrD,Barrelly Ego,Pleasant Conversation,4
2kQLu6TvWcgQf26jkrmtct,Pholexia,A Song You Should Forget,5
0X4yqJx76jfWpkEHFJLGky,Linda Wolf,Sadnesstrain,9
0YkiKdx7PIRjZbxaJHgw2x,piya,Sonnenkind,3
4dNJSviHhgKm24XieDLb8Z,Osta Love,Yellow Day,4
5ak39eRB6Abhcm6Zk6e5BY,Mynt,Kein Vergleich,4
1fep0mLqAf2cqBkaS137Ha,Dews Pegahorn,White Dress,8
7aePXYBDPT6uwnlFLnw2TU,ALLESS.,Nur mein Herz,0
66m5wQxTelUD57tJYy0dUl,Heavent,Nemo,8
7riZdelgc5zAYScR0s8Aq7,JOPPE,du bleibst,0
5SEj49J7GiVe26ZV6FEUUW,xena,ARM,1
6rx3c4Nq86l0FHDCrc94XB,humming people,waves,3
2Ojj6zMXCImcMkLRqeN1QQ,"being anne, Wilhelm Tell Me",what did you do,3
5JFn4fgvV39uXk18d71391,Red Ocean,Gotta Go,1
0LqE1XSOeqEAoZSpKqX5bC,Nemo,Falling Again,0
0e1FxQ2jM6JZabqE41xtab,monty & robin,Sonne Nervt,8
1XaocztXVNrRKYVySXQszD,kusskuss,w0h1n,9
61wtihlfNjGHCk5DY2aiYR,Yowlandi,Babe,8
1f6ikN1EWq2I6mJa0C6Spp,"Lumen, der Minister",Scrabble,8
4wNJkIMcP7s2WcJZ6GYH76,Olympic Antigua,So Long,5
4vu3HIJyV7LYBelDGAm6xb,Guacáyo,Out in the Cold,3
2IYfz2PxPKufqrHjoYD1jL,NinetyNine,Dear Anxiety,8
016uLcvrFGSOuXdoER26C9,Almost Twins,Hands / Trees,3
2OGDD8ZZBnXLkj3gtbxFf9,Victoryaz,"Hoffe, dir geht's mies",3
0LwqO52Dy99EAP9fvPqw1s,zwanzignullvier,RAUS,8
2sTtalJB4f85zbH0FkyFpe,Sea Cathedral,Bitter Heroine,0
5hmBLmRYl3R6fNIidAe8hz,little boys dreaming,sleep a week,6
1ljnscwQoU6UUxNxFcJFkD,Anthea,Emotional Chaos,4
4TJBP4HTaJyujk0L0Yf8h7,Martha Rose,Heart Still Beats 4 U,8
7gY3CDLjByjqUpHYZnbVVB,SUZé,Crush,4
4OHyPU40HNe3qHMqk2S169,Cossmo,heat,8
7hxAkU7VxOMNq8ylj9JeFC,hafner,i liked the party when you were gone,5
6HhxyAagLF5rMLP5rTeimm,Esby,übereilt,9
141GEs0sthqirmbpV6nnmF,EX GENERATION,Holding Your Heart,4
5Sb9aOJ1RRrwIsuvuRKkyo,the einsamkeit,Sad,8
3p1OaMB89QZTgO7UcVHblg,"Emina Sonnad, Stephan Winter",Weightless,3
2gsdUuwXGj7afUxELxmOxH,Das Seminar,Computer,8
0gpvcds6YWLVvfCEwmnw6R,LEANDER,Kino,9
3lqDeSw3cY5esGvYJWDmK7,LEANDER,Fiesta,4
5xQeAKWejvXRNW666BaoOh,fiora,viertel nach vier,0
6vHy6AC1haEhnAP1N8Gn3k,tosha,Flugmodus,7
00717OHJtlgRXfR4EbyVrf,Jette Sorgenfrey,Universum,1
4bj3dvSEk74yp69Mm99Mlx,Alicia Shaneen,The Night is Cold,5
6JQA0qkgzjlmpPOJ9ss2mv,Jordan,Driving Back To Love,3
5fXuh8rmnw1xYajexsmvhV,Annie Bloch,Chamomile Tea,3
3o1g9quk4CP1Zf36CsyjUk,Skatch,Lange her,3
2adojbdJXnJxBatQ35RvMx,Boxwell,Glow,0
1oOqyRlTmo6RW6OkZec2MG,Noum,Shillings,3
0X1vcEkmxMvFUS8xfmy4GL,Lisl,A Little Lost,5
7BUp4RbEmzgrcIorrde4Yv,Julian Brown,Hold Me,9
0o3nCAVBUGViTgaYI4YGK2,"Tape Head, NONI",Melancholie,8
2SqE2dZjKBsYRbLeTaHDsZ,allanwhy,Brave Souls,3
2Ser5lxEt0fXA3LE4QIo2Z,"Josh Kye, qu",damn shame,0
7m6S53TkH0GpM7Jmk9unbZ,embr,five star hotel,5
41Fk07EHUltBQGrbpaGT2y,YOSHUA,Do You Hear The Cries?,3
0Zt1rFdighzqNQDgmN4srr,ischia,sleep,5
01bV2KkMJZw5MzAP0QDTy5,WOHINN,Brenn Mich Aus,9
1Pu8ym1hrE5WGVkeM4wfp6,PLAGIAT,THE PASSION,3
3vRx2T46BRUU6ZqiSUZ2BZ,Die Tiere,Türen,8
7tRVTrvTIpYC15QvLkI3Tv,gome,Tell Me,4
7dJ4WXrjst71fFyaAysbD5,Penny Arcade,Jona,4
0dzL2MWcaIkvh3XmHXfRIb,FLUKES,blaues licht,8
2RHBABBJ5ucANWaTpHYqKS,Alania,dein bestes Hemd,0
3fBtHpo38El3GynEYL9XTZ,KALI,Spiegel,7
34hcgOv5JBP7O9FFlQFJxU,Ben Moon,Holy,4
2OD1NHkIO0MseMj2GBCa0r,Nico Bleak,Lover,0
5xQYMjS4EdyEn6Us6oVtlh,NAYM,Cement,8
3HUjcP7Oo2TwSbmoxFat0P,"Lennie, Lauren Goodley",Mosaic,1
0wD5SAqDf3pKNWfgIduarV,Bootsy,Die That Way,3
5g8kKXcZ8czC4OiH7CZPMW,Katzi,Vielleicht,3
29ETQvPyGSeizcUdE26cx0,Joanna Gemma Auguri,Break Out,3
7fNjY0oS8mKPtGQxevOBwz,jeanie,Evergreen,4
4EW7dVVnUTiC4Xkebko4ko,mamari,Traveller,5
6TufAnkAKR3K8z6FNmzPxe,Leonard Wellington,MY SONG,3
48p0uLjnXC25DW1ulg4eQ0,MERIT,Murderer in the Moonlight,0
78DPcZ9xY3UCchuQHnvDIc,ANT ENOCH,Television,9
4NZb3JixjqNx1dg2JqioMO,Jenobi,Still Waiting for My Name in the Credits,4
5zVkl4naswYMPDdlY9ENSQ,Chanpan,ooweeooweeoo,5
1mKUt8tlpYVfKHay0ETmSh,Grace Power,Control,3
283RgDyFjmpN7vVKOEVoqC,Ley Soul,Fortune Eyes,5
6CCWKFDhQamC5rGxM97Erj,Mitchy,I HATE IT TOO,0
2vI2o9GfUaFbbalCiTGwMc,Dayo Bello,Touch It,9
4qDDIXfhFPCJd5OzKa6Bun,Samara Cyn,Moving Day,7
0MwSy08n4JFvUCGMogz2Xf,Swoosh,Touch,8
3hFTRq1u29M7V4Vz84UfPc,Ava Maybee,Self Doubt,1
3CHJC8N9seH3rjVhwGvkSW,judith,ugh!,4
4Mn0mNcjY2GpycbCChNLej,My Friend Catie,Technicolor Dream,9
2xu5nRMqxuXSdHPFUglucc,Sunday (1994),Blonde,4
1goQhPlu2xq4GT8ZM2eiu7,"seiji oda, Jake Chapman",a gentle gigg...,0
1f6xPiazNywm5rC1krjr5O,The Kilans,Why Is It Light Out?,8
4v9x3cl1AIAbCLYGO6EBuS,"Internet Girl, Master Peace",ROLE MODEL,9
38aNl1TpX3wSrl0yqBhvOX,illuminati hotties,Can't Be Still,4
2kgS4ODScoyO1bJXxz2ANb,Sarina,Olé,8
24infhEthjRFtRysglZ1vj,Sophia Fracassi,I Don't Miss You,9
7LAYoUTdYbpuTTe0Gbd9Sw,Calalloo,Vicious Circle,8
4gjgZpzLzHcQV8d8NJCNq6,Asha Jefferies,Brand New Bitch,1
6qkzdkHdaPOy6vuD7kc9YT,Chelsea Days,Ways To Go,5
75y2zIjimdvfiDCVvACXlf,all under heaven,Always - Single Edit,8
2NN9upqz79D5uLDoiaPOx4,Matilda Lyn,Sunwarmed,0
5kSWLljjrkAdtUsuKbYUwS,R2R MOE,MADE4ME,4
01t1knKwlmGgNQbV9qhBKB,Chloe Tang,I SEE U,5
6GHN1yz4xoCLnlPuG80lFh,Emiliano Athie,CALMA,0
4TGQC8Yscxh6f9KJLlwktA,"Maya Randle, INDI",chasing highs,5
7A1mRErmTJuuMF7RhLfTVZ,Isabel Wood,End Of The World,9
4eSsPJbJQ5hLYjg90FiRCD,Bloomsday,Virtual Hug,5
3kCldWYIhSy8kEvAWo1VJm,Léonie Barbot,STRANGER,7
4ooGzJb6InFeRcEyWBvICj,Jack Price,"my girl, she's a planet",0
6MNvLsYULJDHCMaouEau1V,YKARE,falling over you,9
3AfHjDjQcA8yyMyCMCZ77V,Pretty Girl,Higher,8
1CqkfAN5WeYnWxDpIUjIkC,Yung Pleit,La Más Fina,9
6xmMBY754l7guTzNokbzos,1111,Better Days,9
5cBl0sH659FIDNoAY7BDe7,Archie Holmes,Better,7
64BO08oRsnWxOTcOi8m557,Sophie Hunter,Mic Check,1
6muKIQgJPJRk5D9p07MHp5,V. Christie,On My Own,9
2Jn5B2ewyH4YfCWKKJEhF9,"Dugong Jr, Julia Lostrom, Keelan Mak",Reservations,7
3JrB4axmp1RRQrTJQ06cSw,mui zyu,the mould,4
2uCDDsGudIIMDRvq0Z7P26,Nelly Joy,Mean Girl,0
3nFh3VQoEFJYl1jz2VcWbh,fantasy of a broken heart,Ur Heart Stops,9
2mB9h4ED7P8PCErQPF3aso,damon r.,liverounds,9
7oUMu1A4dgci1erq7TfeBi,2hollis,crush,9
71uqQ3hm1ilBnT8Z4NECkc,Snarls,With Love,5
78O1YBhuqh6HOQC6u9ad8w,Tara Clerkin Trio,The Turning Ground,4
3OdyOQKTsqiUs25V1aXUsR,Pem,grips,0
5vTvY2yG6QRWIxCKJCTYFq,S. Raekwon,Winners & Losers,9
6Nb6m3XQLG5Qy8TFd5VpkU,Kenji,runnin' (1999),8
4hn32lVKaO7sL631XTQbv9,Annie-Dog,violence'66,4
33rzaLAovlndR6oU8JVTeT,"Cayden Wemple, Shallow Alcove",Quarterback,1
2J6FjuQNSU0tvcplhtl5AP,"Torus, The Blue Stones",Avalanche,5
00CxTPBETcBko91D5mkIDh,"Niah Steiner, AcjnN",Leave Tonight,8
4zAg05SqMkxC5HIwgO6X55,Casey Shirin,misery,8
7pL8Abg7AAMFu66W3etmAy,Dee Gatti,Here Now,5
3rbkSC3cM5P0dzmyOME3Ba,Christian Sparacio,Daisy Wildflower,0
73ufb0O9GtK2hZj8xotUHT,cauboi,balaclava,0
3vKvc3L1fq3mtAcJV8zdCd,Lexa Gates,Stacy's Chips,8
0kHvRWBJMvNNdWostqBx8V,Vienna Vienna,Beauty Queen,0
2XmAnZjJtlSDtxPKDx6ET4,My Final Sanctuary,I'm Tired,0
6aPhXa3KCjTgjp4SSkpHdm,Carson Wallace,Sun Sets,4
22r7GEr3quvsOap3Td9RrU,Sage X Price,Never Enough,7
0w2InymNC1tOdBOOYfGd63,Tsu Nami,Everything's Gonna Be Fine,9
5GYlldi6Qa1Px83vRKCuDj,Indoor Foxes,Plant Pot Song,8
6WUjd7Rs52cnRFC8k4ERBs,Jess Meilman,Escape,7
1T1xEv50uNtLsBb7qtKtB7,Sydney Sprague,the cards,0
4RkLa4Nq85JWnDLtYHG9hq,DRIIA,MY LOVER'S MIND,1
1pB8PSQShsmbOlsBGKwSnJ,Lexie Carroll,laundry detergent,9
0HaADF00v1QZQr5tcY4URU,"KYA, Kuroh, Nass G",G CLASS,4
1w8lmX9rLX5GTcoqkVoNtr,JD Cliffe,BUSS UR HEAD,8
2tiz3ZvuvP1LN6orWYJvww,Die Spitz,Little Flame,5
0ltdxjSWkeE4cmU2kRxzi1,Valeria Stoica,Daydream,3
4Sj0AZTT8becd4aA8EzhXS,Aisa,First Love,4
66U7274Oapr417BNqeQLoS,Ugly (UK),Icy Windy Sky,8
0cdjYW0EBpRK0rsRfln5Rt,"Rah-C, Rowlan",Self Control,7
1d0fuygCq7natWK8kelMoY,Aimée,Passenger Seat,4
5jIPK0iZ3wzCHWsEze021Z,Sasha Keable,Hold Up,7
6AJMc5INWfrIhsGugFx1tV,"Galo Barker, ALBOROTO",FLINSKY,4
2uTqPpiBfdI4LatYsbKfY8,Prof. Stranger,In The End,8
1QLsB1p8qoqLho63QdhLYU,Fake A Smile,Amnesia,9
5PThZUzaBqA9l4J4CDW0Cm,VALÉ,chill like that,9
6id2Exr8Jp9bO1uFUC2i9B,Mercer Henderson,What You Wanted,0
4RNpctPjIdBJrB5Fd459oN,DARUMAS,Daruma,9
2kuYksbeaWWT6nc7YhWmW1,Hayden Everett,Seize The Sun,4
1mmhQcuoaD8e4UUjxeN7C7,408 Darwin,Bully,7
5lEnU2eOQkmHogLRUV77LV,"CARSTEN2X, Joe Butler",★SLEEPY★,7
3Wqossbsoiwknv6unRnPlK,Mnelia,Heaven,8
7HQHTxc7F8k0fnlQMiaMna,Talking Points,Cutting Ties,5
0mDNYBgTfmmzYsGKIO9sIx,SI EVOL,By The Sea,0
3CdMzFEOICekztAAcJw3ct,Ella Red,Sticks and Stones,0
6bsCkIuP5zdST3CrvBJDnm,"CHERISE, Emile Londonien",Fly,8
0BD4dPbRHXGkQltYZ9eEF5,Sophie Marks,Let Me In,3
4p6yT9iFL3RHRBqcw5vWKM,Edgar Homeros,Belong To The Wind,0
5mVH76OjsBkg7vyvxk56NE,Tangerine Cassette,GIBBERISH,8
00zT4M0FbjHzCOSezbypmP,Aria Lisslo,1000 Fucks Ago,8
5gM6XHLOdzgWq17yd0bE2o,Elyse Jewel,Fallout,0
3djAYoVGOkzXsgo7OKzFx0,Rye LaChance,Widows of Normandy,5
6gAb03yQ9isxbYortJgAYq,kwn,lord i've tried,0
3iQcTLzH1Cp6iQjtFWco34,chameleon,The Ransom,9
4EczFi15YP46BSa8u1p95v,Unessential Oils,Distrust the Magician,8
7zgEoBci3rKmEkLdsZ8ZKJ,Ley Soul,Intergalactic Janet,8
4egsNbOOKxuyfXgmMzhOJ0,Haley Bridge,spiderman,0
7LlEvapUX8DuR2k2Ssc0TI,spiderblush,Bad Dream,4
35wqLh4Ht76d4YIUU2oNXq,Internet Girl,PULL UP,9
0EExYRMDX3l1NDktZyQ4xL,Selma Eriksen,By Now,4
0SrZGZTyWePrFlpQ2ttWPw,Sophia Stel,Object Permanence (Radio Edit),8
0o7batVkWFEAPfBppQTR7M,"Maddie Jay, Chase Ceglie",Every Little Thing,0
1RHVadqESon8w2Yv7QSsjH,Lightning Bug,I Feel...,9
4AhZ3OCy7lG0aMoEztWVGR,Son of the Challenger,the machine,9
0x4QEgtI92Ut9uVRP6hqYk,Aspen Forest,Tell Me,9
0O6Nk9Pj3XrmW7aY7Ib5hW,Oh Callaghan,Come Home,9
34BIaCvkZLDXSmWVbbFcID,Why Bonnie,Dotted Line,9
42VhpgrX62d7wcYNcEiSyz,hallpass,Record Player,9
3T9YfVX6gdfC7StjyYQs7c,Amy O,Superbloom,9
2Ka7ipcvtIMb5TsvDm4rzc,Begonia,Get to You,3
2Z8UbCUcnsJcPM4A3RMaih,Tragic Sasha,Fate's A Bitch,8
6C5gfzJAp4l4ClMyss5lTY,Miss Madeline,MELT,8
2Qn95aGbIvIk8OJX7yVHC3,Desire,Darkside,8
2gmBdU33NHaGeaQOy86Z3t,Juliana Madrid,Just Enough,9
0ZcDm2HJulF8fd9tYisrNV,Anastasia Coope,Woke Up and No Feet,0
5TOBZ7LCRmB7pddKAaCibB,emory,tooth,7
3l3JjlyOGAEFyE4pFDUS01,Fräulein,Pruning,4
64Uiy3ZZFbaAEF456EGHRJ,Lightheaded,Bright Happy Girls,9
0PbKuaLSKdSy7AsGpOi0er,Riley Whittaker,Sedona,0
1u4RBJArUMeEXHic7VqWjv,Jana Mila,Somebody New,4
69gvoLX5h17LZVb8PhFkO0,"Sam Worley, Surfliner",miss you again,5
2pQoTEXycAOQEfZRei7fmC,dog eyes,fair,1
1iYfBjjf08Wdw6KPfWf7Ox,Phoebe Go,Stupid,0
26JqmHoDGUmQMe4HVooNr3,ellis,home,4
5ElJFlJEdBvbEELykWdZki,Sunnan,My Love For You,8
2KVf6iZG9pLrtmC5dAcZKG,harper,shoes,0
5jomePZJeAuY6IuMD9orzy,Ellie Bleach,Pamela,8
1bHGVlH0lDtjiW6vT55bHq,Cry Baby,The Show,8
4jPk4dKVKUlqAn54FaJgvw,Cosmo's Demos,bashment jam,8
2arEFpdh3Wh1VqO3S2IiUz,Connie Campsie,Burner,0
2GdJCSLD7xGJTlmO8DusCo,JJUUJJUU,Up To You,9
2GMa39HCjyvuiYYFfipifp,Sex Week,Angel Blessings,9
52jT8NTEuIoBWhDreFGmSI,fathermerk,XOXO,9
6ogrkyWujQGrasrLlBB4vP,Alex Banin,...(CONT'D),3
3HAmeofcy7zbiv4jykoOIN,Jackson August,COOL RIFF!,1
34mMgNBi8M0sC79pOhiqeb,Club 8,Sucker,4
6TMeTjBTzIoDeYrFA2qvC5,total tommy,Losing Out,8
60beUsEcWAuppAebGiReIv,Palmer,KNOCK KNOCK,8
2XNYgZ6wekgwOYq96SEfWk,Tuff Bear,Brando!,8
3VRj4d6pOSAHYRgllt3R0q,Fast Money Music,Hot Melt Glue,4
6rt8MfB69MaYstJjyjmm9h,Computer Kill,Trouble,8
1hTbH1tGOQ2sqVav7iDHfQ,Slow Pulp,Broadview,4
0ePc8Rih4qNgRXvhLHIgx4,Galdive,Bloom,8
6WRCSTFIlK0quhnICyHiNy,Sweet Bill,High With Your Lover,9
1eOxQrohc4LaExjM64hYpJ,WIINSTON,sugarcoat,0
5UAzCfWYHNROeoFQxPcz2m,Venus,Things Change,8
6MjBcqlmlWTO1HtEHvcVTF,Jess Locke,Rocket To Ride,9
2np55tP4DQvJSvl3V9tj2j,chemical club,Brave in My Arms,5
2qUH6sQevQR9TSYKMqwXph,"Mali Obomsawin, Magdalena Abrego",Believer,3
3R7JL7AnxTZuRMRuI2GWsE,Out in Front,Golden State,9
5cmdZtvCBPErGlJWCTOLhi,Painted Vein,Lay Down,8
4gZQV8KLVazvTde7oSnYTU,Aluminum,Beat,1
1ehPpLSc6xdKsncqXIMWkS,Royce Fisherman,Billabong Babe,8
7i1YeplaiVwQ5YNgB2wCp0,Delachute,Nausia,3
7i48RHkDSR8Llnx8365Bj2,Ethel,WANNAGO?,0
4AefwTbKGbKzpxyYS8AHB3,"Homer, Hether",Now That It's Over,4
5YaRt2MFIfmp6jdabC4JTx,BEL,Nos Despedimos,4
0RkymqJPtvXZtZOnSly7sr,Oh Callaghan,Running,4
4U3r6U2fY5Q7VurNCeKcTI,SKATELAND,Postcards!,4
0uMqc7N6ki9EYGhWxUM1Z5,Moody Joody,Velvet Connection,5
13W8l08WQb3DYYyHi2Fv5e,Bnny,Something Blue,8
7tqJPvmkLS3lXiNqtPSB8w,Goldielocks,East to South,5
5NblW6AbhreOSG1gdxGYur,Mirrorball,Take a Shot,5
62f3Ym8uZHEVmAtLQawQdf,piiico,keep you dry,0
6UY7V6X8mahQobDydynFZH,meadows,tall,0
0Ztt74lg0tja20ejpi3dMX,Peel,Cycle,8
3dQ1TvJ7I1SrtyyMKvmAaL,Sasha Assad,Bad Nature,9
3xr3NiQnIEVgIlnrWhMuC0,Raine,Petrichor,1
0dBhs5Aw3NO9gAVIWrnmLZ,Annie-Dog,The Pressures of the Heart,1
3O78zVX5FiJmQ9gsWfqrN2,Margaux,DNA,5
3C3nxNgZ9NK2qyDPQ8Zf5h,Maisyn,Night Talks,0
4GPW2IKUMthbk3GA0f2rVD,meg elsier,oldnews,8
5JuFgpXOFteFZASjAdZRZK,faery,ostara,9
4CmPBOuhNWAA7AdaOYyTp5,Cusp,The Alternative,9
49AqYOwYQpCS0MBJCKENkt,Molly Seger,someone else's eyes,4
1e0ghRCHwjnwEY0llpODwH,Wilby,Cosette,9
0wExq390PWRzSvpBlfjQTs,youbet,Seeds of Evil,9
1VTWCauhhZ23hDHMjsVCWb,Eden Rain,Closer,5
79U8WWKFkPFaKhCk0VPkWE,No Windows,Zodiac 13,0
4GTNljZipQMiMorVaaU6sA,Carol Ades,Better Than You Found Me,5
56UJfi2EV1fXl800yetpch,Maray,Gemini,1
7ibwuLGI5wxfunuc7wDd6q,Daniel Hex,I Never Know,0
3tdTzfiK5MMntCzwqZocuU,"Destin Laurel, Ziahfyah",undecided',8
0PRWuHkfVjPvkG67NDXqgS,Gwamz,Just2,7
2Aq2ENKCEQdtHk001AQNcB,"3ee, Kenji",WAITING!,3
1pyICTBf3mMbtiuZxGyEWi,Kaiit,Space,7
4KZi5Ubz23DQOLDJuNLnKZ,TYuS,Dangerous,5
2Rxk1cyPOIWIKIXFV3ZQGl,Ye Ali,Good Girls II,8
61JULUpoXsq4f7Qm4sgbdo,Eli Derby,RUN IT UP,7
3GL5LrAIvgyXNOXP9A0Lyl,Play Nice,Sometimes,8
6htDASOleodU3jVUkWqG95,Kenji,bills,9
4VlioYoSh1fT16hnERNsfF,SuperJazzClub,911,4
2p63i5ntlS4BvoL0ijU9bG,HILLARI,New Beginnings,0
2VtWKB9VhOzTvN6DIGa9e1,King Sis,Yeah You (Thinkin Bout You),8
6okkK8ONzqH9rAZ53WashX,BeMyFiasco,Don't Wanna Be Your Lover,8
2MbsbQtZni9w1guTowq9zW,Jor'dan Armstrong,I Mean It,8
0Yh0v4WXpLjd2FhiJVQv9U,Larrenwong,Business,4
7jbR0coXoqygIfc6OFW8ly,"NNAVY, Karun, Msaki, Hendrick Sam",Let Me,3
4rNGlfs2wLQugYTiZhEsIv,UNA MIA,Too Much,3
4jJpY1yXwNqefXIMoSAp0e,Naji,29,8
5rv9k7djjWFq8LzsnMkINx,"Nascent, SAILORR, Biako",Mangosteen (feat. Sailorr & Biako),0
1ftIR5m7n0JRqVR81tjJiR,Lee Lewis,Sugar Baby,7
2RhAlW5bOJkYcFo9fMG7eJ,Charity,Cruel,9
0V5O0XJRWJFtgEnBOL4qa7,Sy'Rai,Not About You,0
7zQBHZAsyMDSrHJbO0FxQ3,Tyde,hate you,7
4umLhAXqcyQ2ZTcdsfipYG,"Mom Tudie, Loie",Losing You,9
1GVI17KHbG7sblOmYuNQI9,Marcus Harvey,You Wouldn't Understand,7
7yW7yONHdPpJcypccYHSTA,"Nnashe, Iam6teen",Mercy,3
4VqmxWZGBRnWk810ttwDtT,Moelogo,No Worries,9
6mRoqE1DWQoMDfARgvVSwv,"Love Moor, Lekan","Codependent, Pt. 2",3
3quSErRei0EBupQnK6ze5h,Dayo Bello,A Penny For Your Thoughts,3
40koVJVPscwPtadljPKMjq,nezsa,Pressure,7
0sJVvgSyK3L6OLiEvOwIfB,Benny Atlas,Better Now You Know,9
3uplEkLPXJ2ASWTdxzdv6R,Lily Massie,7 Days,8
58zsJsLV9VS30RIxOtQ2Mt,Résa,Crossing Lines,8
1cEt75NXTPx7vzka7lKG38,KALLITECHNIS,NIGHTS WITHOUT YOU,8
7gX17cWRfP1t9gogtzVzJE,Alexia Jayy,Can't Do This,9
2xzWSrvQQb2GTSPCzt9UYg,Luna Elle,Forgetting You,0
6CyiFTtPNv1wgaoP9G84KA,Zeke Pujols,Do No Wrong,8
5TU32ghk2CPY2DHXxt3v5k,"Majo, Cam Griff",Ain't Love (feat. Cam Griff),3
2HzSHAtrNZfiLpNtYv4HUc,"SAINT PARIS BABY, Prod. Dior",The Life,4
3mSXxj045n8XRqIU8kRQCk,LeSaint,WHAT'S LEFT?,9
5dj735BIEpGltPUzmcC79i,Papa Jay,Hard 2 Find,7
6G2qhOQ4FB7WdKIE2CJ4wd,"HMLT, Sir Travis Knight",Home,3
1WIFGwpZBwVj9q2toryQW1,"Lizzy, Mitchell Yard",Same woman,5
7a6zCrX08XWisZXGj3sMEf,Joseph Lawrence,Let You Go,0
2ymnrJcCqpKW9ZdtlaXY6v,Haley Smalls,Frozen,8
5ykAJMmkgLxayuV4sgOoLp,RUSSELL!,LADY,5
2UN6otFw9o9vHvzc4YrYZC,"SGaWD, Moliy",Juicebox,8
3gEu8hQn94HveUMkDoy1yB,Aida Lae,Interstellar,8
1CeDVMLH4u7mjgWhGu0OUY,Alex Mali,4LIFE,8
7ckB0ql5BiPEUK6xEgcpVa,Goldiie Lux,Taste,7
0S0BWriL4QOibouCIwTkwy,JOIE GREY,castle in the sky,4
7sa1LSSWF8HjOrIhpxI5Si,OVI WOOD,HEART SO HEAVY,3
6X3eqOlk8aatOtVCMsVcR9,Raquel Rodriguez,Greens,9
0Lvc2MM2Ub2xcH6GEE3Dvx,D. Lylez,GOOD TIME,8
31kpgadjTib4K74PRKec0s,Casper Sage,Nothings Into Signs,7
3nZ59MwXaecUYaGNG4WJQg,"The Amours, TA Thomas",Pick Me Up,8
4xSV6XMbiEN5ZlJeKBGSTk,Tia Gordon,better than me,0
5FWmsWC8TyoupXKAPq9nll,Merges,drift,0
1wAhoNjMBg3yQc2VzCxr1j,Tash,Way Back,8
6V05qFS4oDAO7WjUSKh9tp,"Liza, TOBi",Back For More,8
5oHo5ixELIep3usDd3yAtO,"Misha, Nate Smith, Jussi Halme, Dornik",Back There,0
2TR35rjnC69Mqs3uBZ1QqR,"Amelia Rose, Paul Grant",Chasing,7
224kGaZzHamVgDkTxSL9XL,Imani Williams,Honeymoons Over interlude,0
5PFwsxWhzsjb3Yfi8U9XdM,"Noxz, Dayo Bello",Special Feeling,3
3xGZaH364LJ7ikRozm9BPV,"Diedrick, Dende",Long Distance,4
7hOqkxapxkqyzBi8znBG6x,"Iman Europe, Kaelin Ellis",moneymorphosis.,8
5fdmghvWwlSOkZNS8LxKSZ,Chanel Loren,Zone,1
1XNPN98zwQEZlnqCBRMXAJ,Jay Wile,Money Talks (Poof),7
62rNV2HbKgLraLJjtpIWXY,Baby B,Holding On,0
4sTKQ9YjcmrxJ0823U6jAf,"Aáyanna, MajorStage",Without Me (MajorStage Original),8
2yNYaq9FooEgo71ffsqqUD,"Dimi, Pino",DnL,8
5hp1Q7KNPbAHRrSYZgk1so,Young Deji,So Fye,8
2LUHbcvhNtUXmxg2W5NVpf,Anaïs Cardot,Only Heaven - Reimagined,0
43Si6veTcqjtP5UqxsI7vH,"Paria, Noaah",Follow Me,8
7xhNWjxtI6osbCkRcntBMI,"Danny Diamonds, Gabeflow",Baby Blue,3
3or1d92xtrUPp8ULHhI01R,nezsa,Nervous Juice,8
6UHBnRZhTedWSM3xiQM56F,Raelle,Pressure,8
4QJ8dCaN2uwg3ib3bDu6Bs,Benita,The Worst,5
3lh36rk5vnQ8P63mLO2cpB,"Hone, ELENA",Align,0
1hnxP5hEO9UaEve87Grm0b,Kheeno,Keep Me Company,0
2usPqK1pQdIxR0v1kzNard,Leo Waters,That's Tough,8
7LzSqk3OR3tsphAFlQOdXE,Qiuntellii,Pray For You,3
4PSmIpWMQnUpOsWfM2APIy,"Ama Louise, Tayc",Send Your Loving (feat. Tayc) [Remix],7
53Bt5wpZYAqRvtpqID5OxK,"3ee, hdnroots.",KYOTO,5
0zHWYFL39eS420oqza436i,"Rich, Journi",Don't Look My Way,3
7wxq3HK9OnoMeJOzpdj5jR,Felix Ames,Mr. Weatherman,3
4i5KBXioUXMwNQtv8yo9ta,"Zacchae'us Paul, Morgan Guerin",MAMA SAID,8
2rpdP0OwjTsJn3OsIH8rpx,Jor'dan Armstrong,ANOTHER BLESSING,8
1v7D15jgs5DJwVwFLqAxTa,Salin,Current,8
2rhjVZhL4FhkireS5Vl5z3,Audrey Powne,Indigo,0
4lRJPpelj6XySxqL73XIWJ,"Julio Estrada, Billy Wu",Aspire,4
